SeqLen,Time_Sec,TFLOPs,Intensity
1024,0.00023308449999603909,18.426653407124824,292.57142857142856
2048,0.0004081345014128601,42.09364590478768,585.1428571428571
4096,0.0010223699991911417,67.21585804588173,1170.2857142857142
8192,0.003389919500477845,81.08685380442016,2340.5714285714284
