SeqLen,Time_Sec,TFLOPs,Intensity
1024,0.00016396499995607883,26.19441525417308,292.57142857142856
2048,0.0002958099998977559,58.07737801270433,585.1428571428571
4096,0.0007250150001709699,94.78352409232205,1170.2857142857142
8192,0.0024391199999627133,112.69552418421482,2340.5714285714284
