SeqLen,Time_Sec,TFLOPs,Intensity
1024,0.00023029500005122827,18.649850387740074,256.0
2048,0.00040682000008018804,42.22965729466026,512.0
4096,0.0009455299999672206,72.67826165048422,1024.0
8192,0.0029057650000368085,94.5974319810852,2048.0
16384,0.010163844500084451,108.17871404534614,4096.0
32768,0.03782221299991306,116.28210414642076,8192.0
65536,0.14608604650004509,120.42345224538998,16384.0
131072,0.5743491360001372,122.51910861697056,32768.0
262144,2.2782240765000097,123.55017208977986,65536.0
